2024-01-12,297,Сыр,78,4052
2024-04-27,961,Консервы,71,7168
2024-06-06,450,Конфеты,26,2881
2024-05-21,973,Колбаса,70,6487
2024-04-28,789,Яблоки,72,9075
2024-05-13,552,Консервы,1,9525
2024-02-03,936,Хлеб,87,4998
2024-04-28,908,Хлеб,32,4943
2024-02-23,195,Хлеб,15,4387
2024-02-05,982,Консервы,80,7038
2024-02-17,115,Молоко,61,6150
2024-02-08,500,Кефир,76,5809
2024-06-07,582,Кефир,26,1890
2024-05-30,750,Яблоки,91,3193
2024-06-10,69,Яблоки,9,408
2024-04-14,370,Хлеб,25,9377
2024-06-15,288,Сыр,13,8003
2024-01-03,716,Кефир,66,2256
2024-07-22,828,Конфеты,38,478
2024-02-06,404,Яблоки,35,4461
2024-01-07,649,Кефир,66,9541
2024-07-21,494,Яблоки,4,4194
2024-04-27,23,Яблоки,6,6092
2024-02-01,363,Молоко,58,7723
2024-07-30,874,Колбаса,13,7269
2024-07-18,468,Колбаса,20,2994
2024-04-18,771,Консервы,45,6071
2024-04-18,837,Колбаса,63,8244
2024-03-08,516,Консервы,99,4767
2024-01-06,848,Молоко,52,8276
2024-01-22,404,Молоко,37,1871
2024-05-28,543,Молоко,39,9821
2024-08-02,313,Кефир,78,8189
2024-06-13,854,Колбаса,73,7796
2024-02-27,395,Колбаса,81,5567
2024-05-03,882,Молоко,72,7882
2024-05-11,307,Яблоки,18,4697
2024-01-09,591,Консервы,95,6560
2024-02-27,570,Яблоки,10,1006
2024-02-19,320,Кефир,11,6375
2024-01-31,138,Конфеты,86,7082
2024-06-24,174,Консервы,7,8712
2024-04-13,517,Консервы,84,5549
2024-02-25,814,Яблоки,92,1748
2024-07-09,669,Яблоки,12,6243
2024-03-01,410,Яблоки,92,1027
2024-07-05,851,Сыр,21,287
2024-05-25,147,Хлеб,3,8249
2024-07-11,706,Кефир,19,3753
2024-06-07,313,Консервы,2,3514
2024-01-12,280,Консервы,70,7062
2024-02-04,355,Кефир,16,8263
2024-06-26,370,Молоко,55,314
2024-04-04,258,Кефир,73,4012
2024-02-20,574,Консервы,85,7614
2024-07-08,801,Конфеты,66,6410
2024-01-09,563,Консервы,84,7372
2024-05-27,955,Конфеты,29,1552
2024-01-11,31,Кефир,98,3169
2024-06-29,766,Конфеты,79,3361
2024-01-20,399,Кефир,48,1920
2024-03-22,562,Кефир,16,739
2024-01-10,968,Конфеты,4,6260
2024-01-07,190,Сыр,17,7694
2024-03-07,813,Конфеты,79,5134
2024-04-27,481,Молоко,58,3978
2024-06-29,9,Кефир,34,8236
2024-04-29,64,Молоко,88,9669
2024-06-19,750,Консервы,15,4140
2024-05-06,397,Консервы,75,4285
2024-02-04,818,Колбаса,45,4319
2024-07-08,738,Конфеты,69,523
2024-03-13,389,Консервы,60,3549
2024-01-22,423,Консервы,99,1160
2024-05-17,947,Сыр,46,5689
2024-01-15,904,Консервы,84,4597
2024-07-15,191,Консервы,38,7854
2024-05-18,258,Конфеты,43,5499
2024-01-25,861,Сыр,94,8615
2024-01-13,298,Хлеб,45,3208
2024-04-02,313,Консервы,45,9569
2024-08-03,879,Кефир,55,4115
2024-01-02,50,Хлеб,96,2581
2024-06-16,964,Колбаса,83,6054
2024-03-18,797,Кефир,35,1060
2024-07-30,317,Хлеб,66,7604
2024-03-12,346,Колбаса,86,2635
2024-07-06,185,Конфеты,78,2487
2024-05-02,107,Хлеб,35,8945
2024-02-18,907,Кефир,22,700
2024-02-12,614,Колбаса,93,7121
2024-02-09,191,Молоко,17,124
2024-07-09,683,Конфеты,47,1872
2024-05-20,961,Кефир,58,9929
2024-03-30,227,Молоко,40,4068
2024-07-21,68,Молоко,36,4137
2024-02-09,770,Сыр,15,4728
2024-01-06,431,Колбаса,94,9756
2024-02-01,954,Консервы,16,2950
2024-01-11,757,Кефир,58,348
2024-05-15,108,Колбаса,97,9555
2024-03-28,964,Кефир,12,4761
2024-05-14,639,Конфеты,82,2634
2024-03-07,787,Хлеб,63,5048
2024-07-27,680,Конфеты,17,625
2024-03-11,826,Колбаса,84,2114
2024-07-06,843,Молоко,69,2397
2024-06-20,661,Хлеб,88,5363
2024-01-02,963,Хлеб,75,3816
2024-01-25,421,Хлеб,40,2760
2024-02-29,739,Консервы,99,5702
2024-02-21,110,Сыр,61,5417
2024-05-18,285,Молоко,25,6194
2024-01-23,50,Кефир,84,4557
2024-01-20,584,Консервы,20,2711
2024-04-17,787,Яблоки,34,5599
2024-04-30,167,Колбаса,59,493
2024-06-02,959,Консервы,47,8640
2024-02-11,183,Колбаса,13,140
2024-07-25,333,Конфеты,69,7762
2024-04-27,583,Яблоки,81,3908
2024-05-18,331,Сыр,52,1534
2024-06-01,510,Яблоки,54,5831
2024-01-20,886,Молоко,72,1575
2024-04-16,323,Яблоки,38,7641
2024-01-08,158,Консервы,26,8584
2024-02-05,998,Консервы,48,960
2024-02-13,86,Хлеб,9,8681
2024-02-06,455,Яблоки,41,5751
2024-07-30,186,Консервы,68,3530
2024-04-23,364,Конфеты,74,8938
2024-07-09,340,Колбаса,1,8263
2024-01-26,480,Яблоки,60,2318
2024-07-18,489,Консервы,21,1560
2024-06-07,952,Колбаса,53,1190
2024-04-25,749,Конфеты,76,238
2024-02-06,34,Сыр,66,3886
2024-05-31,791,Сыр,82,7213
2024-02-21,83,Конфеты,69,1973
2024-06-04,836,Кефир,7,925
2024-06-10,163,Хлеб,24,550
2024-03-14,58,Сыр,73,6935
2024-06-16,868,Колбаса,60,7914
2024-04-24,332,Яблоки,13,5924
2024-07-03,758,Колбаса,17,8540
2024-05-17,575,Колбаса,57,2769
2024-05-20,392,Сыр,10,2338
2024-04-13,992,Консервы,42,5318
2024-05-31,355,Кефир,4,7117
2024-04-24,0,Кефир,62,6997
2024-01-05,839,Колбаса,97,9610
2024-01-16,403,Молоко,85,234
2024-01-04,621,Кефир,52,4070
2024-02-16,920,Яблоки,46,7307
2024-06-09,790,Конфеты,64,4701
2024-01-26,205,Конфеты,54,6884
2024-05-22,539,Колбаса,34,557
2024-06-28,560,Колбаса,81,4735
2024-07-24,905,Хлеб,12,1807
2024-07-16,146,Хлеб,14,7715
2024-05-28,357,Яблоки,6,4747
2024-01-17,611,Консервы,23,1977
2024-04-25,238,Кефир,33,4929
2024-03-26,734,Консервы,12,3690
2024-04-02,163,Консервы,63,7889
2024-06-22,209,Молоко,70,4683
2024-06-05,605,Хлеб,73,9877
2024-05-26,506,Яблоки,2,284
2024-06-19,212,Конфеты,29,3685
2024-03-01,100,Конфеты,97,7038
2024-04-27,804,Яблоки,73,6984
2024-06-04,206,Хлеб,73,8532
2024-01-06,438,Конфеты,60,1011
2024-05-31,352,Консервы,40,1419
2024-03-19,344,Хлеб,77,9232
2024-04-15,963,Молоко,5,8865
2024-06-27,248,Молоко,88,3152
2024-07-21,204,Сыр,20,9220
2024-05-16,872,Кефир,78,3125
2024-04-05,498,Консервы,19,9724
2024-06-26,59,Колбаса,7,3874
2024-01-16,49,Молоко,53,378
2024-01-16,951,Колбаса,22,9180
2024-02-23,305,Сыр,36,9330
2024-04-23,406,Конфеты,78,9061
2024-07-30,137,Яблоки,100,4437
2024-08-01,934,Консервы,15,1275
2024-07-29,621,Кефир,30,5772
2024-01-03,516,Хлеб,14,2615
2024-04-12,58,Кефир,54,9912
2024-04-05,962,Консервы,29,9109
2024-07-05,214,Кефир,59,8553
2024-02-08,378,Колбаса,92,6827
2024-06-26,824,Хлеб,99,3842
2024-02-11,113,Конфеты,21,9691
2024-04-02,789,Молоко,35,6450
2024-01-08,928,Колбаса,14,756
2024-07-06,209,Кефир,74,9337
2024-06-19,803,Консервы,95,7895
2024-07-15,662,Колбаса,56,8784
2024-01-28,739,Хлеб,74,2691
2024-01-25,768,Сыр,24,952
2024-07-10,888,Консервы,69,1824
2024-01-10,417,Молоко,18,4641
2024-05-27,53,Конфеты,16,5024
2024-03-21,444,Молоко,1,1904
2024-03-07,767,Конфеты,48,6741
2024-06-12,739,Консервы,18,931
2024-04-14,609,Молоко,95,2939
2024-02-06,818,Консервы,72,7249
2024-05-18,898,Конфеты,67,318
2024-04-04,96,Хлеб,11,5568
2024-05-18,316,Хлеб,28,3816
2024-02-02,839,Консервы,45,9560
2024-04-21,859,Кефир,95,6987
2024-05-26,9,Яблоки,62,4332
2024-01-23,27,Хлеб,70,8859
2024-03-27,552,Хлеб,97,3169
2024-01-29,321,Хлеб,75,4199
2024-01-12,337,Яблоки,70,3276
2024-07-10,676,Колбаса,53,3679
2024-02-21,319,Сыр,74,305
2024-03-18,861,Сыр,24,7286
2024-03-28,655,Молоко,11,9768
2024-03-06,650,Конфеты,34,2189
2024-01-31,916,Сыр,19,1210
2024-02-09,106,Яблоки,92,1013
2024-05-13,841,Хлеб,66,3924
2024-08-02,193,Консервы,84,2609
2024-04-08,870,Молоко,4,5865
2024-03-23,797,Яблоки,91,7889
2024-02-07,690,Молоко,75,9437
2024-07-26,183,Колбаса,91,3420
2024-06-20,7,Колбаса,98,2194
2024-05-20,402,Сыр,97,9633
2024-07-01,83,Хлеб,69,5247
2024-07-24,583,Конфеты,50,9903
2024-01-24,22,Хлеб,51,683
2024-02-14,386,Колбаса,78,123
2024-06-16,329,Консервы,27,1376
2024-04-27,658,Молоко,62,9456
2024-01-06,848,Консервы,12,2961
2024-07-24,476,Молоко,4,6702
2024-02-09,966,Молоко,4,8697
2024-01-28,234,Сыр,32,3099
2024-01-25,126,Хлеб,93,7869
2024-03-03,829,Колбаса,30,190
2024-07-03,30,Яблоки,49,8723
2024-04-23,124,Хлеб,75,6977
2024-02-07,772,Яблоки,36,1595
2024-07-16,156,Колбаса,47,2952
2024-04-17,404,Консервы,33,9071
2024-02-05,936,Конфеты,53,2800
2024-06-06,732,Консервы,74,6030
2024-01-12,134,Колбаса,14,1134
2024-07-21,138,Консервы,37,1471
2024-05-30,311,Сыр,89,7723
2024-02-17,869,Кефир,16,2306
2024-08-05,983,Хлеб,28,9425
2024-06-22,941,Яблоки,76,2226
2024-05-16,182,Кефир,31,5007
2024-02-13,775,Колбаса,89,4153
2024-02-01,603,Яблоки,9,8133
2024-07-23,147,Кефир,75,3590
2024-03-28,213,Сыр,74,8799
2024-08-04,986,Колбаса,87,6471
2024-03-23,160,Яблоки,44,4552
2024-06-16,704,Сыр,58,9630
2024-08-06,282,Молоко,46,828
2024-01-08,299,Колбаса,44,3147
2024-06-24,19,Колбаса,76,5518
2024-04-10,822,Яблоки,84,8381
2024-04-29,35,Яблоки,65,619
2024-03-14,428,Хлеб,31,3450
2024-07-28,456,Консервы,37,3084
2024-08-06,675,Хлеб,42,7911
2024-06-09,13,Молоко,89,273
2024-07-04,804,Кефир,75,147
2024-02-08,204,Колбаса,36,4039
2024-02-06,488,Хлеб,4,5110
2024-02-28,66,Колбаса,89,5135
2024-02-23,923,Сыр,9,1060
2024-02-22,390,Кефир,54,793
2024-05-21,876,Молоко,40,3478
2024-05-26,947,Консервы,83,7460
2024-05-02,437,Хлеб,37,5363
2024-05-08,649,Колбаса,65,8990
2024-06-09,160,Конфеты,25,8527
2024-06-07,492,Хлеб,96,8980
2024-05-05,279,Кефир,42,297
2024-02-20,731,Кефир,97,1879
2024-01-08,645,Колбаса,46,5869
2024-04-13,448,Хлеб,96,7187
2024-04-08,334,Молоко,87,1779
2024-02-23,514,Консервы,70,4930
2024-02-11,803,Сыр,6,159
2024-05-28,596,Молоко,44,9283
2024-07-14,305,Яблоки,22,1600
2024-06-23,630,Кефир,89,3962
2024-07-26,345,Колбаса,93,9956
2024-04-03,350,Молоко,37,4849
2024-06-20,315,Консервы,94,8058
2024-02-27,204,Молоко,75,1969
2024-02-26,942,Конфеты,3,5057
2024-03-19,855,Конфеты,4,9995
2024-02-14,429,Колбаса,53,9768
2024-01-09,160,Колбаса,41,4489
2024-07-02,323,Сыр,43,6207
2024-04-21,0,Колбаса,41,5665
2024-07-08,321,Сыр,58,7742
2024-03-10,366,Молоко,8,8702
2024-07-01,425,Яблоки,73,9228
2024-05-26,3,Колбаса,97,8338
2024-07-03,287,Хлеб,4,3452
2024-07-17,388,Молоко,75,8558
2024-06-14,977,Конфеты,53,6045
2024-02-09,712,Колбаса,27,1283
2024-01-12,929,Молоко,8,9034
2024-08-03,852,Кефир,13,6209
2024-06-26,439,Сыр,56,3467
2024-04-02,753,Колбаса,86,5648
2024-07-06,941,Хлеб,54,3934
2024-05-25,186,Консервы,95,7568
2024-07-10,607,Хлеб,81,8444
2024-02-05,66,Молоко,92,1314
2024-04-26,128,Яблоки,31,2052
2024-06-29,976,Яблоки,41,9908
2024-06-10,772,Молоко,77,6576
2024-07-04,361,Сыр,3,6096
2024-05-15,654,Конфеты,34,4812
2024-04-08,479,Хлеб,60,1498
2024-06-26,234,Сыр,13,2198
2024-05-20,787,Молоко,42,915
2024-03-15,832,Кефир,19,1490
2024-07-17,481,Сыр,21,5075
2024-04-23,372,Кефир,95,3244
2024-06-04,547,Колбаса,87,9287
2024-07-20,513,Молоко,96,8000
2024-01-15,892,Колбаса,75,5546
2024-06-02,32,Яблоки,10,2631
2024-01-02,383,Сыр,26,5382
2024-06-20,906,Консервы,89,5856
2024-05-11,880,Консервы,49,9259
2024-05-02,105,Яблоки,75,1243
2024-05-26,937,Молоко,88,9948
2024-01-25,829,Конфеты,100,1168
2024-07-31,587,Молоко,43,8744
2024-05-17,863,Кефир,49,3724
